time_meg,time_combined,word,duration,segment_id,run,f0_smooth,intensity,energy,turn_idx,position_in_turn,is_turn_initial
16.435000000000002,16.435000000000002, So,0.519999999999996,0,1,170.2029586743708,40.72098868721593,0.0014428371796384,2,0.7087499999999997,True
16.955,16.955, are,0.28000000000000025,0,1,170.2029586743708,40.22097194616903,0.0015020366990939,2,0.8387499999999989,False
17.235,17.235, you,0.1200000000000001,0,1,170.2029586743708,43.82479003697333,0.0023111333139238,2,0.9087499999999994,False
17.354999999999997,17.354999999999997, watching,0.28000000000000025,0,1,170.2029586743708,40.05671699142992,0.00144370039925,2,0.9387499999999988,False
17.634999999999998,17.634999999999998, anything,0.41999999999999993,0,1,205.4885077123569,42.399136448232,0.0018085500923916,-1,0.0,False
18.055,18.055, lately?,0.33999999999999986,0,1,205.4885077123569,44.84340848484907,0.0023805387318129,-1,0.0,False
20.115,20.115, So,0.519999999999996,1,1,174.5716913992192,47.45418303767781,0.0033153537660835,-1,0.0,False
20.634999999999994,20.634999999999994, are,0.21999999999999886,1,1,186.9331534151452,44.16605197923533,0.0021492142695932,-1,0.0,False
20.854999999999993,20.854999999999993, you,0.08000000000000007,1,1,186.9331534151452,40.46107199024758,0.0012942539760844,-1,0.0,False
20.934999999999995,20.934999999999995, watching,0.28000000000000114,1,1,186.9331534151452,40.66226220298839,0.0015087875071912,-1,0.0,False
21.214999999999996,21.214999999999996, at,1.92,1,1,195.78898231470984,60.105495499989544,0.0141319958493113,-1,0.0,False
23.134999999999994,23.134999999999994, the,1.8399999999999999,1,1,210.28336458402867,58.090265184459255,0.0123916249722291,4,0.08535242290748807,True
24.974999999999994,24.974999999999994, top?,0.17999999999999972,1,1,206.62069946521325,56.804876335236315,0.0097757354378686,4,0.2879955947136555,False
25.835000000000008,25.835000000000008, Oh,0.519999999999996,2,1,228.644133693264,38.24072955476287,0.0010038362815979,4,0.3827092511013222,False
26.355000000000004,26.355000000000004," yeah,",0.519999999999996,2,1,228.644133693264,53.642073289212355,0.01129727158696,4,0.4399779735682821,False
27.035,27.035," yeah,",0.27999999999999936,2,1,224.43047594290869,38.57686351728497,0.0012801552657038,4,0.5148678414096914,False
27.314999999999998,27.314999999999998, yeah.,0.22000000000000064,2,1,224.43047594290869,38.22731586974735,0.0011001761304221,4,0.5457048458149775,False
27.634999999999998,27.634999999999998, So,0.29999999999999893,2,1,214.32158510539455,41.07156634498065,0.0016381819732483,4,0.5809471365638762,False
27.935,27.935, are,0.1800000000000015,2,1,216.4499545184049,63.96375646477164,0.0218208599835619,4,0.6139867841409689,False
28.115000000000002,28.115000000000002, you,0.05999999999999872,2,1,214.7017354866884,43.68660426903124,0.0024922294542189,4,0.6338105726872246,False
28.174999999999997,28.174999999999997, watching,0.27999999999999936,2,1,198.7193646789937,41.65185130226611,0.0026477596256876,4,0.6404185022026426,False
28.455,28.455, at,0.22000000000000242,2,1,199.3597976957767,44.00737719846923,0.0027466048486535,4,0.6712555066079291,False
28.675,28.675, the,0.639999999999997,2,1,193.10765879926672,60.063444286054235,0.0143867600709176,4,0.6954845814977972,False
29.314999999999998,29.314999999999998, top?,0.5200000000000031,2,1,165.61514847168664,55.351529663794715,0.008323631249367,4,0.7659691629955943,False
27.635,27.635, So,0.29999999999999893,3,1,214.32158510539455,41.07156634498065,0.0016381819732483,4,0.5809471365638766,False
27.935000000000002,27.935000000000002, are,0.1800000000000015,3,1,216.4499545184049,63.96375646477164,0.0218208599835619,4,0.6139867841409692,False
28.115000000000002,28.115000000000002, you,0.05999999999999872,3,1,214.7017354866884,43.68660426903124,0.0024922294542189,4,0.6338105726872246,False
28.175,28.175, watching,0.27999999999999936,3,1,198.7193646789937,41.65185130226611,0.0026477596256876,4,0.6404185022026431,False
28.455,28.455, at,0.22000000000000242,3,1,199.3597976957767,44.00737719846923,0.0027466048486535,4,0.6712555066079291,False
28.675000000000004,28.675000000000004, the,0.639999999999997,3,1,193.10765879926672,60.063444286054235,0.0143867600709176,4,0.6954845814977977,False
29.314999999999998,29.314999999999998, top?,0.5200000000000031,3,1,165.61514847168664,55.351529663794715,0.008323631249367,4,0.7659691629955943,False
31.315000000000005,31.315000000000005, Yeah.,0.519999999999996,4,1,200.3527538693437,51.00036082002825,0.0044793169945483,4,0.9862334801762118,False
34.595,34.595, It,0.519999999999996,5,1,257.2849721777169,44.59572395057478,0.002376039745286,-1,0.0,False
35.114999999999995,35.114999999999995, is,0.14000000000000057,5,1,257.2849721777169,41.29840625417732,0.0016985364491123,6,0.02330508474575959,True
35.254999999999995,35.254999999999995, actually,0.379999999999999,5,1,250.2337313918113,56.13853614132744,0.0082573899999276,6,0.08262711864406494,False
35.63499999999999,35.63499999999999, so,0.3200000000000003,5,1,94.45827321962518,51.86993391844592,0.0052406536415215,6,0.24364406779660547,False
35.955,35.955," good,",0.20000000000000284,5,1,203.10388103781924,57.66914839398647,0.0107683930546051,6,0.3792372881355917,False
36.155,36.155, but,0.1999999999999993,5,1,223.30952509452064,56.873701731319535,0.0091034993529337,6,0.46398305084745733,False
36.355,36.355, I,0.11999999999999744,5,1,99.66556131113512,56.70433494888932,0.0099527034908532,6,0.54872881355932,False
36.474999999999994,36.474999999999994, think,0.16000000000000014,5,1,98.21410670271332,51.48562849223597,0.0058856867253793,6,0.5995762711864375,False
36.63499999999999,36.63499999999999, I,0.16000000000000014,5,1,89.91747602657806,48.54348464623818,0.0038419328629999,6,0.6673728813559276,False
36.794999999999995,36.794999999999995, sort,0.20000000000000284,5,1,124.91410761391204,41.522129632277874,0.0016929435078054,6,0.7351694915254208,False
