time_meg,word,duration,segment_id,f0_smooth,intensity,energy,turn_idx,position_in_turn,is_turn_initial
16.435000000000002, So,0.519999999999996,0,170.2029586743708,40.72098868721593,0.0014428371796384,2,0.7087499999999997,True
16.955, are,0.28000000000000025,0,170.2029586743708,40.22097194616903,0.0015020366990939,2,0.8387499999999989,False
17.235, you,0.1200000000000001,0,170.2029586743708,43.82479003697333,0.0023111333139238,2,0.9087499999999994,False
17.354999999999997, watching,0.28000000000000025,0,170.2029586743708,40.05671699142992,0.00144370039925,2,0.9387499999999988,False
17.634999999999998, anything,0.41999999999999993,0,205.4885077123569,42.399136448232,0.0018085500923916,-1,0.0,False
18.055, lately?,0.33999999999999986,0,205.4885077123569,44.84340848484907,0.0023805387318129,-1,0.0,False
20.115, So,0.519999999999996,1,174.5716913992192,47.45418303767781,0.0033153537660835,-1,0.0,False
20.634999999999994, are,0.21999999999999886,1,186.9331534151452,44.16605197923533,0.0021492142695932,-1,0.0,False
20.854999999999993, you,0.08000000000000007,1,186.9331534151452,40.46107199024758,0.0012942539760844,-1,0.0,False
20.934999999999995, watching,0.28000000000000114,1,186.9331534151452,40.66226220298839,0.0015087875071912,-1,0.0,False
21.214999999999996, at,1.92,1,195.78898231470984,60.105495499989544,0.0141319958493113,-1,0.0,False
23.134999999999994, the,1.8399999999999999,1,210.28336458402867,58.090265184459255,0.0123916249722291,4,0.08535242290748807,True
24.974999999999994, top?,0.17999999999999972,1,206.62069946521325,56.804876335236315,0.0097757354378686,4,0.2879955947136555,False
25.835000000000008, Oh,0.519999999999996,2,228.644133693264,38.24072955476287,0.0010038362815979,4,0.3827092511013222,False
26.355000000000004," yeah,",0.519999999999996,2,228.644133693264,53.642073289212355,0.01129727158696,4,0.4399779735682821,False
27.035," yeah,",0.27999999999999936,2,224.43047594290869,38.57686351728497,0.0012801552657038,4,0.5148678414096914,False
27.314999999999998, yeah.,0.22000000000000064,2,224.43047594290869,38.22731586974735,0.0011001761304221,4,0.5457048458149775,False
27.634999999999998, So,0.29999999999999893,2,214.32158510539455,41.07156634498065,0.0016381819732483,4,0.5809471365638762,False
27.935, are,0.1800000000000015,2,216.4499545184049,63.96375646477164,0.0218208599835619,4,0.6139867841409689,False
28.115000000000002, you,0.05999999999999872,2,214.7017354866884,43.68660426903124,0.0024922294542189,4,0.6338105726872246,False
28.174999999999997, watching,0.27999999999999936,2,198.7193646789937,41.65185130226611,0.0026477596256876,4,0.6404185022026426,False
28.455, at,0.22000000000000242,2,199.3597976957767,44.00737719846923,0.0027466048486535,4,0.6712555066079291,False
28.675, the,0.639999999999997,2,193.10765879926672,60.063444286054235,0.0143867600709176,4,0.6954845814977972,False
29.314999999999998, top?,0.5200000000000031,2,165.61514847168664,55.351529663794715,0.008323631249367,4,0.7659691629955943,False
27.635, So,0.29999999999999893,3,214.32158510539455,41.07156634498065,0.0016381819732483,4,0.5809471365638766,False
27.935000000000002, are,0.1800000000000015,3,216.4499545184049,63.96375646477164,0.0218208599835619,4,0.6139867841409692,False
28.115000000000002, you,0.05999999999999872,3,214.7017354866884,43.68660426903124,0.0024922294542189,4,0.6338105726872246,False
28.175, watching,0.27999999999999936,3,198.7193646789937,41.65185130226611,0.0026477596256876,4,0.6404185022026431,False
28.455, at,0.22000000000000242,3,199.3597976957767,44.00737719846923,0.0027466048486535,4,0.6712555066079291,False
28.675000000000004, the,0.639999999999997,3,193.10765879926672,60.063444286054235,0.0143867600709176,4,0.6954845814977977,False
29.314999999999998, top?,0.5200000000000031,3,165.61514847168664,55.351529663794715,0.008323631249367,4,0.7659691629955943,False
31.315000000000005, Yeah.,0.519999999999996,4,200.3527538693437,51.00036082002825,0.0044793169945483,4,0.9862334801762118,False
34.595, It,0.519999999999996,5,257.2849721777169,44.59572395057478,0.002376039745286,-1,0.0,False
35.114999999999995, is,0.14000000000000057,5,257.2849721777169,41.29840625417732,0.0016985364491123,6,0.02330508474575959,True
35.254999999999995, actually,0.379999999999999,5,250.2337313918113,56.13853614132744,0.0082573899999276,6,0.08262711864406494,False
35.63499999999999, so,0.3200000000000003,5,94.45827321962518,51.86993391844592,0.0052406536415215,6,0.24364406779660547,False
35.955," good,",0.20000000000000284,5,203.10388103781924,57.66914839398647,0.0107683930546051,6,0.3792372881355917,False
36.155, but,0.1999999999999993,5,223.30952509452064,56.873701731319535,0.0091034993529337,6,0.46398305084745733,False
36.355, I,0.11999999999999744,5,99.66556131113512,56.70433494888932,0.0099527034908532,6,0.54872881355932,False
36.474999999999994, think,0.16000000000000014,5,98.21410670271332,51.48562849223597,0.0058856867253793,6,0.5995762711864375,False
36.63499999999999, I,0.16000000000000014,5,89.91747602657806,48.54348464623818,0.0038419328629999,6,0.6673728813559276,False
36.794999999999995, sort,0.20000000000000284,5,124.91410761391204,41.522129632277874,0.0016929435078054,6,0.7351694915254208,False
36.995," of,",0.9199999999999982,5,145.0811289459477,40.53879858739733,0.0017760997870938,6,0.8199152542372864,False
37.91499999999999, you,0.740000000000002,5,227.4352138146765,38.17080310342536,0.001070300699212,-1,0.0,False
38.655, know,0.0799999999999983,5,217.89468975577057,45.213633926884775,0.0024666544049973,7,0.4535714285714276,True
38.735, when,0.1999999999999993,5,173.90365539322,55.13836029336929,0.0082157654687849,7,0.5107142857142836,False
38.934999999999995, like,0.22000000000000242,5,163.82697737375025,53.594998322862025,0.006687241140753,7,0.6535714285714236,False
39.155, you,0.9799999999999969,5,78.16740460716795,57.96207506678498,0.010278481058775,7,0.8107142857142852,False
40.13499999999999, watch,0.5400000000000027,5,109.09710398672831,43.765649987211006,0.002931187395005,-1,0.0,False
40.675, it,0.259999999999998,5,109.09710398672831,42.71382893430124,0.0018356043146924,-1,0.0,False
40.934999999999995, but,0.17999999999999972,5,109.09710398672831,41.488972242300626,0.001677501830272,-1,0.0,False
41.114999999999995, then,0.22000000000000242,5,186.82764044964804,40.15012146776537,0.0013448066310959,-1,0.0,False
41.334999999999994, you,0.16000000000000014,5,186.82764044964804,38.833550814385006,0.001357617089525,-1,0.0,False
41.495, sort,0.17999999999999972,5,186.82764044964804,43.27880595771138,0.0023195066023615,-1,0.0,False
41.675, of,0.17999999999999972,5,186.82764044964804,50.78165977728241,0.0041640442796053,-1,0.0,False
41.855, don't,0.17999999999999972,5,186.82764044964804,41.70516202623352,0.0019922005012632,-1,0.0,False
42.035, have,0.1999999999999993,5,186.82764044964804,40.54085906584631,0.0014196934644134,-1,0.0,False
42.235, a,0.05999999999999872,5,186.82764044964804,44.272967246357034,0.0027012822683886,-1,0.0,False
42.294999999999995, long,0.0,5,186.82764044964804,40.51825274014673,0.0021284092217691,-1,0.0,False
42.294999999999995, time,0.17999999999999972,5,186.82764044964804,40.51825274014673,0.0021284092217691,-1,0.0,False
42.474999999999994, when,0.120000000000001,5,186.82764044964804,38.717162130404056,0.0011764122173193,8,0.10106382978722553,True
42.595, you,0.08000000000000185,5,186.82764044964804,54.93329651233726,0.0057084606960435,8,0.2287234042553158,False
42.675, forget,0.259999999999998,5,167.65857038680463,59.33747867154235,0.0128835299983616,8,0.3138297872340376,False
42.934999999999995, where,0.1999999999999993,5,157.34344771859634,49.89762670866075,0.0047265500761569,8,0.5904255319148872,False
43.13499999999999, you're,0.20000000000000284,5,169.9853921220476,41.63388058433855,0.0017350227572021,8,0.8031914893616918,False
43.334999999999994, up,0.16000000000000014,5,169.9853921220476,54.21510901101232,0.0071913162246346,-1,0.0,False
43.495, to.,0.17999999999999972,5,163.34402009215336,50.48435193809427,0.0044840862974521,-1,0.0,False
42.035, have,0.1999999999999993,6,186.82764044964804,40.54085906584631,0.0014196934644134,-1,0.0,False
42.235, a,0.05999999999999872,6,186.82764044964804,44.272967246357034,0.0027012822683886,-1,0.0,False
42.294999999999995, long,0.0,6,186.82764044964804,40.51825274014673,0.0021284092217691,-1,0.0,False
42.294999999999995, time,0.17999999999999972,6,186.82764044964804,40.51825274014673,0.0021284092217691,-1,0.0,False
42.474999999999994, when,0.120000000000001,6,186.82764044964804,38.717162130404056,0.0011764122173193,8,0.10106382978722553,False
42.595, you,0.08000000000000185,6,186.82764044964804,54.93329651233726,0.0057084606960435,8,0.2287234042553158,False
42.675, forget,0.259999999999998,6,167.65857038680463,59.33747867154235,0.0128835299983616,8,0.3138297872340376,False
42.934999999999995, where,0.1999999999999993,6,157.34344771859634,49.89762670866075,0.0047265500761569,8,0.5904255319148872,False
43.13499999999999, you're,0.20000000000000284,6,169.9853921220476,41.63388058433855,0.0017350227572021,8,0.8031914893616918,False
43.334999999999994, up,0.16000000000000014,6,169.9853921220476,54.21510901101232,0.0071913162246346,-1,0.0,False
43.495, to.,0.17999999999999972,6,163.34402009215336,50.48435193809427,0.0044840862974521,-1,0.0,False
44.275, Because,0.240000000000002,7,186.1254975613543,43.55311476325994,0.0021719108335669,9,0.2544247787610603,True
44.515, how,0.1599999999999966,7,188.05480877190857,50.53159461098479,0.0048796534538285,9,0.36061946902654796,False
44.675, many,0.20000000000000284,7,191.74036822620795,48.310793957581375,0.0041563780978346,9,0.43141592920353766,False
44.875, seasons,0.3399999999999963,7,160.80848336175043,54.442913845367904,0.0071189752779916,9,0.519911504424778,False
45.214999999999996, are,0.240000000000002,7,99.44812128002316,38.916377555170264,0.0011734589934349,9,0.6703539823008826,False
45.455, there?,0.3400000000000034,7,167.1751306038099,52.08396280202238,0.0062631457112736,9,0.7765486725663704,False
47.295," Oh,",0.4199999999999946,8,96.98532181792844,36.503446393489895,0.0011327221291139,-1,0.0,False
47.955, so,0.21999999999999886,8,96.98532181792844,45.77058523245083,0.0027753747999669,-1,0.0,False
48.175, I,0.12000000000000455,8,96.98532181792844,40.60496332672622,0.0014028847217559,-1,0.0,False
48.295, guess,0.11999999999999744,8,96.98532181792844,42.731897120030496,0.0020079731475559,-1,0.0,False
48.415, maybe,0.28000000000000114,8,96.98532181792844,38.41835956641681,0.0011596372351057,-1,0.0,False
48.695, I,0.1599999999999966,8,224.25689273469135,38.70905555214455,0.0012751392787324,-1,0.0,False
48.855, did,0.0800000000000054,8,224.25689273469135,36.760002951437485,0.001342032570392,-1,0.0,False
48.935, get,0.17999999999999972,8,224.25689273469135,40.10645722103885,0.0013653113273913,-1,0.0,False
49.115, that,0.23999999999999488,8,224.25689273469135,40.62050865860016,0.0012490963563322,-1,0.0,False
49.355, far.,0.30000000000000426,8,224.25689273469135,44.84034456576076,0.0025543922092764,-1,0.0,False
50.255, But,0.21999999999999886,9,224.25689273469135,37.50087841417496,0.0011082988930866,-1,0.0,False
50.475, there's,0.17999999999999972,9,224.25689273469135,43.15513246542222,0.0022060610353945,-1,0.0,False
50.655, a,0.01999999999999602,9,224.25689273469135,42.40782573265955,0.0018608269747349,10,0.03289473684210348,True
50.675, lot,0.14000000000000057,9,224.25689273469135,43.834833526902315,0.0021526780910789,10,0.04166666666666316,False
50.815, of,0.12000000000000455,9,224.25689273469135,41.527343652847314,0.0016386300558223,10,0.1030701754385934,False
50.935," episodes,",0.37999999999999545,9,211.19780599594213,58.54098200364111,0.0116116944700481,10,0.15570175438596395,False
51.495, no?,0.1600000000000037,9,203.10851350495292,47.47905738688176,0.0055858506821061,10,0.4013157894736818,False
54.615," Yeah,",0.4799999999999969,10,90.58689855634144,59.47051968286531,0.0137224309146409,11,0.07905027932960892,True
55.475, yeah.,0.0799999999999983,10,96.8307813527492,60.82522750560352,0.018308440223333,11,0.1270949720670391,False
55.935," Okay,",0.27999999999999403,11,121.32313130922148,58.587986733218955,0.0117013826966282,11,0.15279329608938552,False
56.495, who's,0.240000000000002,11,86.27099019926037,53.81134258254273,0.0080874916166054,11,0.18407821229050259,False
56.735, your,0.10000000000000142,11,168.81189686302065,60.7929667272527,0.0158093571662896,11,0.197486033519553,False
56.835, favorite,0.29999999999999716,11,168.2237880877844,61.72579745510145,0.017286425456404,11,0.20307262569832402,False
57.135, character?,1.0600000000000023,11,161.6594684573483,59.66499364970989,0.0136253703385582,11,0.2198324022346367,False
62.815000000000005," Yeah,",0.4799999999999969,12,184.95395828736423,64.59808362315995,0.0240349285304539,11,0.5371508379888272,False
63.815," yeah,",0.21999999999999886,12,163.240790303236,58.80338861985387,0.0131320282816931,11,0.5930167597765363,False
64.475, with,0.11999999999999744,12,165.54556005755455,40.92180913870248,0.001636709203012,11,0.6298882681564244,False
64.595, the,0.17999999999999972,12,165.54556005755455,40.36051909927988,0.0015589869581158,11,0.6365921787709498,False
64.775, earth.,0.3200000000000003,12,165.54556005755455,41.65225953510284,0.0014730304246769,11,0.6466480446927378,False
65.435," Yeah,",0.19999999999999574,13,174.6155916568579,39.64528157810311,0.0012049117358402,11,0.683519553072626,False
