segment_id,start,end,text,words,avg_logprob,no_speech_prob,start_meg,end_meg,words_meg
0,4.200000000000004,6.16,So are you watching anything lately?,"[{'word': ' So', 'start': np.float64(4.200000000000004), 'end': np.float64(4.72), 'probability': np.float64(0.27683016657829285)}, {'word': ' are', 'start': np.float64(4.72), 'end': np.float64(5.0), 'probability': np.float64(0.7078538537025452)}, {'word': ' you', 'start': np.float64(5.0), 'end': np.float64(5.12), 'probability': np.float64(0.9974430799484253)}, {'word': ' watching', 'start': np.float64(5.12), 'end': np.float64(5.4), 'probability': np.float64(0.996146559715271)}, {'word': ' anything', 'start': np.float64(5.4), 'end': np.float64(5.82), 'probability': np.float64(0.9909013509750366)}, {'word': ' lately?', 'start': np.float64(5.82), 'end': np.float64(6.16), 'probability': np.float64(0.9703994393348694)}]",-0.5092762463713345,0.37522464990615845,16.435000000000002,18.395,"[{'word': ' So', 'start': np.float64(4.200000000000004), 'end': np.float64(4.72), 'probability': np.float64(0.27683016657829285), 'start_meg': np.float64(16.435000000000002), 'end_meg': np.float64(16.955)}, {'word': ' are', 'start': np.float64(4.72), 'end': np.float64(5.0), 'probability': np.float64(0.7078538537025452), 'start_meg': np.float64(16.955), 'end_meg': np.float64(17.235)}, {'word': ' you', 'start': np.float64(5.0), 'end': np.float64(5.12), 'probability': np.float64(0.9974430799484253), 'start_meg': np.float64(17.235), 'end_meg': np.float64(17.355)}, {'word': ' watching', 'start': np.float64(5.12), 'end': np.float64(5.4), 'probability': np.float64(0.996146559715271), 'start_meg': np.float64(17.355), 'end_meg': np.float64(17.634999999999998)}, {'word': ' anything', 'start': np.float64(5.4), 'end': np.float64(5.82), 'probability': np.float64(0.9909013509750366), 'start_meg': np.float64(17.634999999999998), 'end_meg': np.float64(18.055)}, {'word': ' lately?', 'start': np.float64(5.82), 'end': np.float64(6.16), 'probability': np.float64(0.9703994393348694), 'start_meg': np.float64(18.055), 'end_meg': np.float64(18.395)}]"
1,7.880000000000004,12.92,So are you watching at the top?,"[{'word': ' So', 'start': np.float64(7.880000000000004), 'end': np.float64(8.4), 'probability': np.float64(0.0884212851524353)}, {'word': ' are', 'start': np.float64(8.4), 'end': np.float64(8.62), 'probability': np.float64(0.1579744517803192)}, {'word': ' you', 'start': np.float64(8.62), 'end': np.float64(8.7), 'probability': np.float64(0.9061184525489807)}, {'word': ' watching', 'start': np.float64(8.7), 'end': np.float64(8.98), 'probability': np.float64(0.9134178161621094)}, {'word': ' at', 'start': np.float64(8.98), 'end': np.float64(10.9), 'probability': np.float64(0.02665020525455475)}, {'word': ' the', 'start': np.float64(10.9), 'end': np.float64(12.74), 'probability': np.float64(0.8312268257141113)}, {'word': ' top?', 'start': np.float64(12.74), 'end': np.float64(12.92), 'probability': np.float64(0.47435620427131653)}]",-0.5092762463713345,0.37522464990615845,20.115000000000002,25.155,"[{'word': ' So', 'start': np.float64(7.880000000000004), 'end': np.float64(8.4), 'probability': np.float64(0.0884212851524353), 'start_meg': np.float64(20.115000000000002), 'end_meg': np.float64(20.634999999999998)}, {'word': ' are', 'start': np.float64(8.4), 'end': np.float64(8.62), 'probability': np.float64(0.1579744517803192), 'start_meg': np.float64(20.634999999999998), 'end_meg': np.float64(20.854999999999997)}, {'word': ' you', 'start': np.float64(8.62), 'end': np.float64(8.7), 'probability': np.float64(0.9061184525489807), 'start_meg': np.float64(20.854999999999997), 'end_meg': np.float64(20.935)}, {'word': ' watching', 'start': np.float64(8.7), 'end': np.float64(8.98), 'probability': np.float64(0.9134178161621094), 'start_meg': np.float64(20.935), 'end_meg': np.float64(21.215)}, {'word': ' at', 'start': np.float64(8.98), 'end': np.float64(10.9), 'probability': np.float64(0.02665020525455475), 'start_meg': np.float64(21.215), 'end_meg': np.float64(23.134999999999998)}, {'word': ' the', 'start': np.float64(10.9), 'end': np.float64(12.74), 'probability': np.float64(0.8312268257141113), 'start_meg': np.float64(23.134999999999998), 'end_meg': np.float64(24.975)}, {'word': ' top?', 'start': np.float64(12.74), 'end': np.float64(12.92), 'probability': np.float64(0.47435620427131653), 'start_meg': np.float64(24.975), 'end_meg': np.float64(25.155)}]"
2,13.600000000000009,15.3,"Oh yeah, yeah, yeah.","[{'word': ' Oh', 'start': np.float64(13.600000000000009), 'end': np.float64(14.120000000000005), 'probability': np.float64(0.030202314257621765)}, {'word': ' yeah,', 'start': np.float64(14.120000000000005), 'end': np.float64(14.64), 'probability': np.float64(0.46689462661743164)}, {'word': ' yeah,', 'start': np.float64(14.8), 'end': np.float64(15.08), 'probability': np.float64(0.9149420857429504)}, {'word': ' yeah.', 'start': np.float64(15.08), 'end': np.float64(15.3), 'probability': np.float64(0.9730458855628967)}, {'word': ' So', 'start': np.float64(15.4), 'end': np.float64(15.7), 'probability': np.float64(0.18108253180980682)}, {'word': ' are', 'start': np.float64(15.7), 'end': np.float64(15.88), 'probability': np.float64(0.4625414311885834)}, {'word': ' you', 'start': np.float64(15.88), 'end': np.float64(15.94), 'probability': np.float64(0.9281618595123291)}, {'word': ' watching', 'start': np.float64(15.94), 'end': np.float64(16.22), 'probability': np.float64(0.9059542417526245)}, {'word': ' at', 'start': np.float64(16.22), 'end': np.float64(16.44), 'probability': np.float64(0.4315856695175171)}, {'word': ' the', 'start': np.float64(16.44), 'end': np.float64(17.08), 'probability': np.float64(0.5849013924598694)}, {'word': ' top?', 'start': np.float64(17.08), 'end': np.float64(17.6), 'probability': np.float64(0.9539374113082886)}]",-0.5092762463713345,0.37522464990615845,25.835000000000008,27.535,"[{'word': ' Oh', 'start': np.float64(13.600000000000009), 'end': np.float64(14.120000000000005), 'probability': np.float64(0.030202314257621765), 'start_meg': np.float64(25.835000000000008), 'end_meg': np.float64(26.355000000000004)}, {'word': ' yeah,', 'start': np.float64(14.120000000000005), 'end': np.float64(14.64), 'probability': np.float64(0.46689462661743164), 'start_meg': np.float64(26.355000000000004), 'end_meg': np.float64(26.875)}, {'word': ' yeah,', 'start': np.float64(14.8), 'end': np.float64(15.08), 'probability': np.float64(0.9149420857429504), 'start_meg': np.float64(27.035), 'end_meg': np.float64(27.314999999999998)}, {'word': ' yeah.', 'start': np.float64(15.08), 'end': np.float64(15.3), 'probability': np.float64(0.9730458855628967), 'start_meg': np.float64(27.314999999999998), 'end_meg': np.float64(27.535)}]"
3,15.4,17.6,So are you watching at the top?,"[{'word': ' So', 'start': np.float64(15.4), 'end': np.float64(15.7), 'probability': np.float64(0.18108253180980682)}, {'word': ' are', 'start': np.float64(15.7), 'end': np.float64(15.88), 'probability': np.float64(0.4625414311885834)}, {'word': ' you', 'start': np.float64(15.88), 'end': np.float64(15.94), 'probability': np.float64(0.9281618595123291)}, {'word': ' watching', 'start': np.float64(15.94), 'end': np.float64(16.22), 'probability': np.float64(0.9059542417526245)}, {'word': ' at', 'start': np.float64(16.22), 'end': np.float64(16.44), 'probability': np.float64(0.4315856695175171)}, {'word': ' the', 'start': np.float64(16.44), 'end': np.float64(17.08), 'probability': np.float64(0.5849013924598694)}, {'word': ' top?', 'start': np.float64(17.08), 'end': np.float64(17.6), 'probability': np.float64(0.9539374113082886)}]",-0.5092762463713345,0.37522464990615845,27.634999999999998,29.835,"[{'word': ' So', 'start': np.float64(15.4), 'end': np.float64(15.7), 'probability': np.float64(0.18108253180980682), 'start_meg': np.float64(27.634999999999998), 'end_meg': np.float64(27.935)}, {'word': ' are', 'start': np.float64(15.7), 'end': np.float64(15.88), 'probability': np.float64(0.4625414311885834), 'start_meg': np.float64(27.935), 'end_meg': np.float64(28.115000000000002)}, {'word': ' you', 'start': np.float64(15.88), 'end': np.float64(15.94), 'probability': np.float64(0.9281618595123291), 'start_meg': np.float64(28.115000000000002), 'end_meg': np.float64(28.174999999999997)}, {'word': ' watching', 'start': np.float64(15.94), 'end': np.float64(16.22), 'probability': np.float64(0.9059542417526245), 'start_meg': np.float64(28.174999999999997), 'end_meg': np.float64(28.455)}, {'word': ' at', 'start': np.float64(16.22), 'end': np.float64(16.44), 'probability': np.float64(0.4315856695175171), 'start_meg': np.float64(28.455), 'end_meg': np.float64(28.675)}, {'word': ' the', 'start': np.float64(16.44), 'end': np.float64(17.08), 'probability': np.float64(0.5849013924598694), 'start_meg': np.float64(28.675), 'end_meg': np.float64(29.314999999999998)}, {'word': ' top?', 'start': np.float64(17.08), 'end': np.float64(17.6), 'probability': np.float64(0.9539374113082886), 'start_meg': np.float64(29.314999999999998), 'end_meg': np.float64(29.835)}]"
4,19.080000000000005,19.6,Yeah.,"[{'word': ' Yeah.', 'start': np.float64(19.080000000000005), 'end': np.float64(19.6), 'probability': np.float64(0.5439900755882263)}]",-0.5092762463713345,0.37522464990615845,31.315000000000005,31.835,"[{'word': ' Yeah.', 'start': np.float64(19.080000000000005), 'end': np.float64(19.6), 'probability': np.float64(0.5439900755882263), 'start_meg': np.float64(31.315000000000005), 'end_meg': np.float64(31.835)}]"
5,22.360000000000003,29.8,"It is actually so good, but I think I sort of, you know when like you watch it but then you sort of don't","[{'word': ' It', 'start': np.float64(22.360000000000003), 'end': np.float64(22.88), 'probability': np.float64(0.41410401463508606)}, {'word': ' is', 'start': np.float64(22.88), 'end': np.float64(23.02), 'probability': np.float64(0.8718312978744507)}, {'word': ' actually', 'start': np.float64(23.02), 'end': np.float64(23.4), 'probability': np.float64(0.9950106143951416)}, {'word': ' so', 'start': np.float64(23.4), 'end': np.float64(23.72), 'probability': np.float64(0.9886043071746826)}, {'word': ' good,', 'start': np.float64(23.72), 'end': np.float64(23.92), 'probability': np.float64(0.9968848824501038)}, {'word': ' but', 'start': np.float64(23.92), 'end': np.float64(24.12), 'probability': np.float64(0.9875541925430298)}, {'word': ' I', 'start': np.float64(24.12), 'end': np.float64(24.24), 'probability': np.float64(0.9811899662017822)}, {'word': ' think', 'start': np.float64(24.24), 'end': np.float64(24.4), 'probability': np.float64(0.9969112277030945)}, {'word': ' I', 'start': np.float64(24.4), 'end': np.float64(24.56), 'probability': np.float64(0.8979243636131287)}, {'word': ' sort', 'start': np.float64(24.56), 'end': np.float64(24.76), 'probability': np.float64(0.9097872972488403)}, {'word': ' of,', 'start': np.float64(24.76), 'end': np.float64(25.68), 'probability': np.float64(0.9972925782203674)}, {'word': ' you', 'start': np.float64(25.68), 'end': np.float64(26.42), 'probability': np.float64(0.9665761590003967)}, {'word': ' know', 'start': np.float64(26.42), 'end': np.float64(26.5), 'probability': np.float64(0.9947502017021179)}, {'word': ' when', 'start': np.float64(26.5), 'end': np.float64(26.7), 'probability': np.float64(0.7548244595527649)}, {'word': ' like', 'start': np.float64(26.7), 'end': np.float64(26.92), 'probability': np.float64(0.5143882632255554)}, {'word': ' you', 'start': np.float64(26.92), 'end': np.float64(27.9), 'probability': np.float64(0.7080694437026978)}, {'word': ' watch', 'start': np.float64(27.9), 'end': np.float64(28.44), 'probability': np.float64(0.9929561614990234)}, {'word': ' it', 'start': np.float64(28.44), 'end': np.float64(28.7), 'probability': np.float64(0.9952827095985413)}, {'word': ' but', 'start': np.float64(28.7), 'end': np.float64(28.88), 'probability': np.float64(0.4763338267803192)}, {'word': ' then', 'start': np.float64(28.88), 'end': np.float64(29.1), 'probability': np.float64(0.9924309849739075)}, {'word': ' you', 'start': np.float64(29.1), 'end': np.float64(29.26), 'probability': np.float64(0.9952367544174194)}, {'word': ' sort', 'start': np.float64(29.26), 'end': np.float64(29.44), 'probability': np.float64(0.9653295874595642)}, {'word': ' of', 'start': np.float64(29.44), 'end': np.float64(29.62), 'probability': np.float64(0.9980260729789734)}, {'word': "" don't"", 'start': np.float64(29.62), 'end': np.float64(29.8), 'probability': np.float64(0.9848434627056122)}, {'word': ' have', 'start': np.float64(29.8), 'end': np.float64(30.0), 'probability': np.float64(0.002494552405551076)}, {'word': ' a', 'start': np.float64(30.0), 'end': np.float64(30.06), 'probability': np.float64(0.13022972643375397)}, {'word': ' long', 'start': np.float64(30.06), 'end': np.float64(30.06), 'probability': np.float64(0.02778986096382141)}, {'word': ' time', 'start': np.float64(30.06), 'end': np.float64(30.24), 'probability': np.float64(0.8390200734138489)}, {'word': ' when', 'start': np.float64(30.24), 'end': np.float64(30.36), 'probability': np.float64(0.2808709144592285)}, {'word': ' you', 'start': np.float64(30.36), 'end': np.float64(30.44), 'probability': np.float64(0.9758067727088928)}, {'word': ' forget', 'start': np.float64(30.44), 'end': np.float64(30.7), 'probability': np.float64(0.9767354130744934)}, {'word': ' where', 'start': np.float64(30.7), 'end': np.float64(30.9), 'probability': np.float64(0.9012527465820312)}, {'word': "" you're"", 'start': np.float64(30.9), 'end': np.float64(31.1), 'probability': np.float64(0.9168307185173035)}, {'word': ' up', 'start': np.float64(31.1), 'end': np.float64(31.26), 'probability': np.float64(0.9708372950553894)}, {'word': ' to.', 'start': np.float64(31.26), 'end': np.float64(31.44), 'probability': np.float64(0.8965594172477722)}]",-0.5092762463713345,0.37522464990615845,34.595,42.035,"[{'word': ' It', 'start': np.float64(22.360000000000003), 'end': np.float64(22.88), 'probability': np.float64(0.41410401463508606), 'start_meg': np.float64(34.595), 'end_meg': np.float64(35.114999999999995)}, {'word': ' is', 'start': np.float64(22.88), 'end': np.float64(23.02), 'probability': np.float64(0.8718312978744507), 'start_meg': np.float64(35.114999999999995), 'end_meg': np.float64(35.254999999999995)}, {'word': ' actually', 'start': np.float64(23.02), 'end': np.float64(23.4), 'probability': np.float64(0.9950106143951416), 'start_meg': np.float64(35.254999999999995), 'end_meg': np.float64(35.635)}, {'word': ' so', 'start': np.float64(23.4), 'end': np.float64(23.72), 'probability': np.float64(0.9886043071746826), 'start_meg': np.float64(35.635), 'end_meg': np.float64(35.955)}, {'word': ' good,', 'start': np.float64(23.72), 'end': np.float64(23.92), 'probability': np.float64(0.9968848824501038), 'start_meg': np.float64(35.955), 'end_meg': np.float64(36.155)}, {'word': ' but', 'start': np.float64(23.92), 'end': np.float64(24.12), 'probability': np.float64(0.9875541925430298), 'start_meg': np.float64(36.155), 'end_meg': np.float64(36.355000000000004)}, {'word': ' I', 'start': np.float64(24.12), 'end': np.float64(24.24), 'probability': np.float64(0.9811899662017822), 'start_meg': np.float64(36.355000000000004), 'end_meg': np.float64(36.474999999999994)}, {'word': ' think', 'start': np.float64(24.24), 'end': np.float64(24.4), 'probability': np.float64(0.9969112277030945), 'start_meg': np.float64(36.474999999999994), 'end_meg': np.float64(36.635)}, {'word': ' I', 'start': np.float64(24.4), 'end': np.float64(24.56), 'probability': np.float64(0.8979243636131287), 'start_meg': np.float64(36.635), 'end_meg': np.float64(36.795)}, {'word': ' sort', 'start': np.float64(24.56), 'end': np.float64(24.76), 'probability': np.float64(0.9097872972488403), 'start_meg': np.float64(36.795), 'end_meg': np.float64(36.995000000000005)}, {'word': ' of,', 'start': np.float64(24.76), 'end': np.float64(25.68), 'probability': np.float64(0.9972925782203674), 'start_meg': np.float64(36.995000000000005), 'end_meg': np.float64(37.915)}, {'word': ' you', 'start': np.float64(25.68), 'end': np.float64(26.42), 'probability': np.float64(0.9665761590003967), 'start_meg': np.float64(37.915), 'end_meg': np.float64(38.655)}, {'word': ' know', 'start': np.float64(26.42), 'end': np.float64(26.5), 'probability': np.float64(0.9947502017021179), 'start_meg': np.float64(38.655), 'end_meg': np.float64(38.735)}, {'word': ' when', 'start': np.float64(26.5), 'end': np.float64(26.7), 'probability': np.float64(0.7548244595527649), 'start_meg': np.float64(38.735), 'end_meg': np.float64(38.935)}, {'word': ' like', 'start': np.float64(26.7), 'end': np.float64(26.92), 'probability': np.float64(0.5143882632255554), 'start_meg': np.float64(38.935), 'end_meg': np.float64(39.155)}, {'word': ' you', 'start': np.float64(26.92), 'end': np.float64(27.9), 'probability': np.float64(0.7080694437026978), 'start_meg': np.float64(39.155), 'end_meg': np.float64(40.135)}, {'word': ' watch', 'start': np.float64(27.9), 'end': np.float64(28.44), 'probability': np.float64(0.9929561614990234), 'start_meg': np.float64(40.135), 'end_meg': np.float64(40.675)}, {'word': ' it', 'start': np.float64(28.44), 'end': np.float64(28.7), 'probability': np.float64(0.9952827095985413), 'start_meg': np.float64(40.675), 'end_meg': np.float64(40.935)}, {'word': ' but', 'start': np.float64(28.7), 'end': np.float64(28.88), 'probability': np.float64(0.4763338267803192), 'start_meg': np.float64(40.935), 'end_meg': np.float64(41.114999999999995)}, {'word': ' then', 'start': np.float64(28.88), 'end': np.float64(29.1), 'probability': np.float64(0.9924309849739075), 'start_meg': np.float64(41.114999999999995), 'end_meg': np.float64(41.335)}, {'word': ' you', 'start': np.float64(29.1), 'end': np.float64(29.26), 'probability': np.float64(0.9952367544174194), 'start_meg': np.float64(41.335), 'end_meg': np.float64(41.495000000000005)}, {'word': ' sort', 'start': np.float64(29.26), 'end': np.float64(29.44), 'probability': np.float64(0.9653295874595642), 'start_meg': np.float64(41.495000000000005), 'end_meg': np.float64(41.675)}, {'word': ' of', 'start': np.float64(29.44), 'end': np.float64(29.62), 'probability': np.float64(0.9980260729789734), 'start_meg': np.float64(41.675), 'end_meg': np.float64(41.855000000000004)}, {'word': "" don't"", 'start': np.float64(29.62), 'end': np.float64(29.8), 'probability': np.float64(0.9848434627056122), 'start_meg': np.float64(41.855000000000004), 'end_meg': np.float64(42.035)}]"
6,29.8,31.44,have a long time when you forget where you're up to.,"[{'word': ' have', 'start': np.float64(29.8), 'end': np.float64(30.0), 'probability': np.float64(0.002494552405551076)}, {'word': ' a', 'start': np.float64(30.0), 'end': np.float64(30.06), 'probability': np.float64(0.13022972643375397)}, {'word': ' long', 'start': np.float64(30.06), 'end': np.float64(30.06), 'probability': np.float64(0.02778986096382141)}, {'word': ' time', 'start': np.float64(30.06), 'end': np.float64(30.24), 'probability': np.float64(0.8390200734138489)}, {'word': ' when', 'start': np.float64(30.24), 'end': np.float64(30.36), 'probability': np.float64(0.2808709144592285)}, {'word': ' you', 'start': np.float64(30.36), 'end': np.float64(30.44), 'probability': np.float64(0.9758067727088928)}, {'word': ' forget', 'start': np.float64(30.44), 'end': np.float64(30.7), 'probability': np.float64(0.9767354130744934)}, {'word': ' where', 'start': np.float64(30.7), 'end': np.float64(30.9), 'probability': np.float64(0.9012527465820312)}, {'word': "" you're"", 'start': np.float64(30.9), 'end': np.float64(31.1), 'probability': np.float64(0.9168307185173035)}, {'word': ' up', 'start': np.float64(31.1), 'end': np.float64(31.26), 'probability': np.float64(0.9708372950553894)}, {'word': ' to.', 'start': np.float64(31.26), 'end': np.float64(31.44), 'probability': np.float64(0.8965594172477722)}]",-0.2820802511170853,0.077962227165699,42.035,43.675,"[{'word': ' have', 'start': np.float64(29.8), 'end': np.float64(30.0), 'probability': np.float64(0.002494552405551076), 'start_meg': np.float64(42.035), 'end_meg': np.float64(42.235)}, {'word': ' a', 'start': np.float64(30.0), 'end': np.float64(30.06), 'probability': np.float64(0.13022972643375397), 'start_meg': np.float64(42.235), 'end_meg': np.float64(42.295)}, {'word': ' long', 'start': np.float64(30.06), 'end': np.float64(30.06), 'probability': np.float64(0.02778986096382141), 'start_meg': np.float64(42.295), 'end_meg': np.float64(42.295)}, {'word': ' time', 'start': np.float64(30.06), 'end': np.float64(30.24), 'probability': np.float64(0.8390200734138489), 'start_meg': np.float64(42.295), 'end_meg': np.float64(42.474999999999994)}, {'word': ' when', 'start': np.float64(30.24), 'end': np.float64(30.36), 'probability': np.float64(0.2808709144592285), 'start_meg': np.float64(42.474999999999994), 'end_meg': np.float64(42.595)}, {'word': ' you', 'start': np.float64(30.36), 'end': np.float64(30.44), 'probability': np.float64(0.9758067727088928), 'start_meg': np.float64(42.595), 'end_meg': np.float64(42.675)}, {'word': ' forget', 'start': np.float64(30.44), 'end': np.float64(30.7), 'probability': np.float64(0.9767354130744934), 'start_meg': np.float64(42.675), 'end_meg': np.float64(42.935)}, {'word': ' where', 'start': np.float64(30.7), 'end': np.float64(30.9), 'probability': np.float64(0.9012527465820312), 'start_meg': np.float64(42.935), 'end_meg': np.float64(43.135)}, {'word': "" you're"", 'start': np.float64(30.9), 'end': np.float64(31.1), 'probability': np.float64(0.9168307185173035), 'start_meg': np.float64(43.135), 'end_meg': np.float64(43.335)}, {'word': ' up', 'start': np.float64(31.1), 'end': np.float64(31.26), 'probability': np.float64(0.9708372950553894), 'start_meg': np.float64(43.335), 'end_meg': np.float64(43.495000000000005)}, {'word': ' to.', 'start': np.float64(31.26), 'end': np.float64(31.44), 'probability': np.float64(0.8965594172477722), 'start_meg': np.float64(43.495000000000005), 'end_meg': np.float64(43.675)}]"
7,32.04,33.56,Because how many seasons are there?,"[{'word': ' Because', 'start': np.float64(32.04), 'end': np.float64(32.28), 'probability': np.float64(0.549293041229248)}, {'word': ' how', 'start': np.float64(32.28), 'end': np.float64(32.44), 'probability': np.float64(0.9531956911087036)}, {'word': ' many', 'start': np.float64(32.44), 'end': np.float64(32.64), 'probability': np.float64(0.9934713840484619)}, {'word': ' seasons', 'start': np.float64(32.64), 'end': np.float64(32.98), 'probability': np.float64(0.9905507564544678)}, {'word': ' are', 'start': np.float64(32.98), 'end': np.float64(33.22), 'probability': np.float64(0.9758368730545044)}, {'word': ' there?', 'start': np.float64(33.22), 'end': np.float64(33.56), 'probability': np.float64(0.9865136742591858)}]",-0.2820802511170853,0.077962227165699,44.275,45.795,"[{'word': ' Because', 'start': np.float64(32.04), 'end': np.float64(32.28), 'probability': np.float64(0.549293041229248), 'start_meg': np.float64(44.275), 'end_meg': np.float64(44.515)}, {'word': ' how', 'start': np.float64(32.28), 'end': np.float64(32.44), 'probability': np.float64(0.9531956911087036), 'start_meg': np.float64(44.515), 'end_meg': np.float64(44.675)}, {'word': ' many', 'start': np.float64(32.44), 'end': np.float64(32.64), 'probability': np.float64(0.9934713840484619), 'start_meg': np.float64(44.675), 'end_meg': np.float64(44.875)}, {'word': ' seasons', 'start': np.float64(32.64), 'end': np.float64(32.98), 'probability': np.float64(0.9905507564544678), 'start_meg': np.float64(44.875), 'end_meg': np.float64(45.214999999999996)}, {'word': ' are', 'start': np.float64(32.98), 'end': np.float64(33.22), 'probability': np.float64(0.9758368730545044), 'start_meg': np.float64(45.214999999999996), 'end_meg': np.float64(45.455)}, {'word': ' there?', 'start': np.float64(33.22), 'end': np.float64(33.56), 'probability': np.float64(0.9865136742591858), 'start_meg': np.float64(45.455), 'end_meg': np.float64(45.795)}]"
8,35.06,37.42,"Oh, so I guess maybe I did get that far.","[{'word': ' Oh,', 'start': np.float64(35.06), 'end': np.float64(35.48), 'probability': np.float64(0.4890982508659363)}, {'word': ' so', 'start': np.float64(35.72), 'end': np.float64(35.94), 'probability': np.float64(0.552830159664154)}, {'word': ' I', 'start': np.float64(35.94), 'end': np.float64(36.06), 'probability': np.float64(0.8412109613418579)}, {'word': ' guess', 'start': np.float64(36.06), 'end': np.float64(36.18), 'probability': np.float64(0.9988213181495667)}, {'word': ' maybe', 'start': np.float64(36.18), 'end': np.float64(36.46), 'probability': np.float64(0.9694082140922546)}, {'word': ' I', 'start': np.float64(36.46), 'end': np.float64(36.62), 'probability': np.float64(0.9677313566207886)}, {'word': ' did', 'start': np.float64(36.62), 'end': np.float64(36.7), 'probability': np.float64(0.6189073324203491)}, {'word': ' get', 'start': np.float64(36.7), 'end': np.float64(36.88), 'probability': np.float64(0.9903149008750916)}, {'word': ' that', 'start': np.float64(36.88), 'end': np.float64(37.12), 'probability': np.float64(0.9904008507728577)}, {'word': ' far.', 'start': np.float64(37.12), 'end': np.float64(37.42), 'probability': np.float64(0.9985195994377136)}]",-0.2820802511170853,0.077962227165699,47.295,49.655,"[{'word': ' Oh,', 'start': np.float64(35.06), 'end': np.float64(35.48), 'probability': np.float64(0.4890982508659363), 'start_meg': np.float64(47.295), 'end_meg': np.float64(47.714999999999996)}, {'word': ' so', 'start': np.float64(35.72), 'end': np.float64(35.94), 'probability': np.float64(0.552830159664154), 'start_meg': np.float64(47.955), 'end_meg': np.float64(48.175)}, {'word': ' I', 'start': np.float64(35.94), 'end': np.float64(36.06), 'probability': np.float64(0.8412109613418579), 'start_meg': np.float64(48.175), 'end_meg': np.float64(48.295)}, {'word': ' guess', 'start': np.float64(36.06), 'end': np.float64(36.18), 'probability': np.float64(0.9988213181495667), 'start_meg': np.float64(48.295), 'end_meg': np.float64(48.415)}, {'word': ' maybe', 'start': np.float64(36.18), 'end': np.float64(36.46), 'probability': np.float64(0.9694082140922546), 'start_meg': np.float64(48.415), 'end_meg': np.float64(48.695)}, {'word': ' I', 'start': np.float64(36.46), 'end': np.float64(36.62), 'probability': np.float64(0.9677313566207886), 'start_meg': np.float64(48.695), 'end_meg': np.float64(48.855)}, {'word': ' did', 'start': np.float64(36.62), 'end': np.float64(36.7), 'probability': np.float64(0.6189073324203491), 'start_meg': np.float64(48.855), 'end_meg': np.float64(48.935)}, {'word': ' get', 'start': np.float64(36.7), 'end': np.float64(36.88), 'probability': np.float64(0.9903149008750916), 'start_meg': np.float64(48.935), 'end_meg': np.float64(49.115)}, {'word': ' that', 'start': np.float64(36.88), 'end': np.float64(37.12), 'probability': np.float64(0.9904008507728577), 'start_meg': np.float64(49.115), 'end_meg': np.float64(49.355)}, {'word': ' far.', 'start': np.float64(37.12), 'end': np.float64(37.42), 'probability': np.float64(0.9985195994377136), 'start_meg': np.float64(49.355), 'end_meg': np.float64(49.655)}]"
9,38.02,39.42,"But there's a lot of episodes, no?","[{'word': ' But', 'start': np.float64(38.02), 'end': np.float64(38.24), 'probability': np.float64(0.6903904676437378)}, {'word': "" there's"", 'start': np.float64(38.24), 'end': np.float64(38.42), 'probability': np.float64(0.9803820550441742)}, {'word': ' a', 'start': np.float64(38.42), 'end': np.float64(38.44), 'probability': np.float64(0.9957262277603149)}, {'word': ' lot', 'start': np.float64(38.44), 'end': np.float64(38.58), 'probability': np.float64(0.9968482851982117)}, {'word': ' of', 'start': np.float64(38.58), 'end': np.float64(38.7), 'probability': np.float64(0.9966875910758972)}, {'word': ' episodes,', 'start': np.float64(38.7), 'end': np.float64(39.08), 'probability': np.float64(0.9945361614227295)}, {'word': ' no?', 'start': np.float64(39.26), 'end': np.float64(39.42), 'probability': np.float64(0.7508454918861389)}]",-0.2820802511170853,0.077962227165699,50.255,51.655,"[{'word': ' But', 'start': np.float64(38.02), 'end': np.float64(38.24), 'probability': np.float64(0.6903904676437378), 'start_meg': np.float64(50.255), 'end_meg': np.float64(50.475)}, {'word': "" there's"", 'start': np.float64(38.24), 'end': np.float64(38.42), 'probability': np.float64(0.9803820550441742), 'start_meg': np.float64(50.475), 'end_meg': np.float64(50.655)}, {'word': ' a', 'start': np.float64(38.42), 'end': np.float64(38.44), 'probability': np.float64(0.9957262277603149), 'start_meg': np.float64(50.655), 'end_meg': np.float64(50.675)}, {'word': ' lot', 'start': np.float64(38.44), 'end': np.float64(38.58), 'probability': np.float64(0.9968482851982117), 'start_meg': np.float64(50.675), 'end_meg': np.float64(50.815)}, {'word': ' of', 'start': np.float64(38.58), 'end': np.float64(38.7), 'probability': np.float64(0.9966875910758972), 'start_meg': np.float64(50.815), 'end_meg': np.float64(50.935)}, {'word': ' episodes,', 'start': np.float64(38.7), 'end': np.float64(39.08), 'probability': np.float64(0.9945361614227295), 'start_meg': np.float64(50.935), 'end_meg': np.float64(51.315)}, {'word': ' no?', 'start': np.float64(39.26), 'end': np.float64(39.42), 'probability': np.float64(0.7508454918861389), 'start_meg': np.float64(51.495), 'end_meg': np.float64(51.655)}]"
